"","age","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","admin.","blue-collar","entrepreneur","housemaid","management","retired","self-employed","services","student","technician","unemployed","unknown"
"7571",30,"2","1","0",-430,"1","0","-1",30,"5",648,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7572",35,"2","3","0",512,"1","0","-1",30,"5",659,1,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"7573",28,"1","1","0",410,"1","0","-1",30,"5",867,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7574",41,"3","3","0",3950,"1","0","-1",30,"5",96,2,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"7575",43,"2","2","0",1559,"1","0","-1",30,"5",123,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7576",51,"2","3","0",267,"1","0","-1",30,"5",56,1,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"7577",45,"2","2","0",840,"1","0","-1",30,"5",54,3,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7578",27,"2","1","0",713,"1","0","-1",30,"5",152,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7579",39,"2","1","0",882,"1","0","-1",30,"5",25,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7580",49,"2","1","0",130,"0","0","-1",30,"5",139,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7581",32,"3","2","0",1659,"1","0","-1",30,"5",120,6,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7582",39,"2","3","0",3246,"1","0","-1",30,"5",491,1,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"7583",43,"3","1","0",30,"1","0","-1",30,"5",379,17,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7584",40,"2","2","0",-28,"1","1","-1",30,"5",289,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7585",35,"1","2","0",52,"1","0","-1",30,"5",574,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7586",45,"2","-1","0",818,"1","0","-1",30,"5",343,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7587",26,"3","3","0",686,"1","0","-1",30,"5",98,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7588",52,"1","3","0",2909,"1","0","-1",30,"5",110,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7589",50,"2","2","0",1093,"1","0","-1",30,"5",319,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7590",42,"2","2","0",1607,"1","0","-1",30,"5",108,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7591",38,"2","2","0",226,"1","0","-1",30,"5",762,3,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,1,0,0
"7592",35,"2","3","0",-65,"1","0","-1",30,"5",80,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7593",35,"3","3","0",4,"1","0","-1",30,"5",449,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7594",39,"2","2","0",1034,"1","0","-1",30,"5",306,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7595",32,"2","2","0",-63,"1","0","-1",30,"5",198,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7596",40,"2","2","0",737,"1","0","-1",30,"5",135,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7597",42,"2","2","0",8131,"1","0","-1",30,"5",69,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"7598",37,"2","3","0",0,"1","0","-1",30,"5",55,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7599",40,"2","3","0",0,"1","0","-1",30,"5",138,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7600",46,"2","2","0",1227,"1","1","-1",30,"5",135,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7601",42,"2","2","0",508,"1","0","-1",30,"5",70,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7602",33,"3","2","0",-147,"1","0","-1",30,"5",652,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7603",35,"3","3","0",0,"0","0","-1",30,"5",327,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7604",55,"2","1","0",828,"1","0","-1",30,"5",246,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7605",43,"2","1","1",1202,"0","0","-1",30,"5",295,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7606",52,"2","3","0",1405,"1","1","-1",30,"5",255,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7607",60,"2","2","0",2620,"1","0","-1",30,"5",523,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7608",49,"3","2","0",74,"1","0","-1",30,"5",130,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7609",58,"2","2","0",1874,"0","0","-1",30,"5",103,5,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"7610",29,"2","2","0",396,"1","0","-1",30,"5",205,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7611",37,"2","3","0",569,"1","0","-1",30,"5",92,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7612",36,"3","2","0",366,"1","1","-1",30,"5",1133,2,-1,0,"-1","1",0,1,0,0,0,0,0,0,0,0,0,0
"7613",37,"3","2","0",428,"1","0","-1",30,"5",107,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7614",45,"1","1","0",413,"1","0","-1",30,"5",65,1,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"7615",51,"2","2","0",4178,"1","0","-1",30,"5",556,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7616",40,"2","3","0",2147,"1","0","-1",30,"5",115,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7617",43,"2","2","0",1096,"0","1","-1",30,"5",180,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7618",41,"3","3","0",1455,"1","0","-1",30,"5",87,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7619",35,"3","2","0",-54,"1","0","-1",30,"5",70,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7620",54,"1","3","0",129,"1","0","-1",30,"5",132,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7621",36,"2","3","0",722,"1","0","-1",30,"5",312,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7622",42,"2","3","0",1767,"1","0","-1",30,"5",283,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7623",29,"2","3","0",1671,"1","0","-1",30,"5",182,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7624",45,"2","2","0",130,"1","0","-1",30,"5",127,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7625",37,"1","3","0",241,"1","0","-1",30,"5",126,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7626",36,"2","2","0",-260,"1","0","-1",30,"5",91,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7627",45,"2","2","0",1964,"1","0","-1",30,"5",78,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7628",38,"2","3","0",12855,"1","0","-1",30,"5",417,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7629",50,"2","2","0",992,"1","0","-1",30,"5",407,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7630",38,"1","2","0",661,"1","0","-1",30,"5",160,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7631",49,"2","2","0",-209,"0","0","-1",30,"5",171,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7632",59,"2","2","0",8107,"0","0","-1",30,"5",210,1,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"7633",37,"1","2","0",16,"1","0","-1",30,"5",638,1,-1,0,"-1","1",0,0,0,0,1,0,0,0,0,0,0,0
"7634",46,"2","3","0",583,"1","0","-1",30,"5",135,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7635",37,"2","2","0",-510,"1","0","-1",30,"5",461,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7636",35,"3","3","0",565,"1","0","-1",30,"5",763,1,-1,0,"-1","1",0,0,0,0,1,0,0,0,0,0,0,0
"7637",48,"1","2","0",132,"1","0","-1",30,"5",171,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7638",48,"2","2","1",0,"0","0","-1",30,"5",682,1,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,1,0,0
"7639",28,"2","2","0",7707,"1","0","-1",30,"5",68,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7640",38,"3","3","0",-974,"1","0","-1",30,"5",120,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7641",34,"2","2","0",457,"1","0","-1",30,"5",67,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7642",37,"2","2","0",421,"0","1","-1",30,"5",381,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7643",41,"1","2","0",2397,"1","0","-1",30,"5",278,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7644",36,"3","3","0",1089,"1","0","-1",30,"5",126,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7645",42,"2","2","0",-350,"1","1","-1",30,"5",149,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7646",54,"1","2","0",814,"1","0","-1",30,"5",95,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7647",37,"3","2","0",3167,"1","0","-1",30,"5",197,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7648",34,"2","3","0",362,"1","0","-1",30,"5",38,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7649",32,"3","1","0",315,"1","0","-1",30,"5",61,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7650",31,"2","-1","1",-13,"1","0","-1",30,"5",176,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7651",27,"3","2","0",437,"1","1","-1",30,"5",275,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7652",33,"2","1","0",1002,"1","0","-1",30,"5",201,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7653",57,"3","3","0",2528,"1","1","-1",30,"5",724,1,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"7654",29,"2","3","0",239,"1","0","-1",30,"5",143,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7655",32,"2","2","0",241,"0","0","-1",30,"5",197,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7656",51,"1","3","0",986,"0","0","-1",30,"5",143,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7657",54,"1","2","0",154,"1","0","-1",30,"5",197,12,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7658",45,"2","2","0",3601,"1","0","-1",30,"5",536,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7659",35,"3","3","0",644,"1","0","-1",30,"5",120,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7660",38,"1","2","0",19,"1","0","-1",30,"5",604,2,-1,0,"-1","1",1,0,0,0,0,0,0,0,0,0,0,0
"7661",43,"1","3","0",1440,"1","1","-1",30,"5",254,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7662",53,"2","2","0",2647,"1","0","-1",30,"5",121,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7663",36,"2","1","0",243,"1","1","-1",30,"5",118,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7664",49,"1","2","0",169,"1","0","-1",30,"5",447,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7665",39,"1","2","0",160,"1","0","-1",30,"5",151,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7666",58,"2","1","0",590,"1","0","-1",30,"5",114,2,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"7667",40,"2","1","0",1082,"1","0","-1",30,"5",854,2,-1,0,"-1","1",0,0,0,0,0,0,0,1,0,0,0,0
"7668",40,"2","2","0",6695,"1","0","-1",30,"5",115,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7669",42,"1","2","0",1713,"1","0","-1",30,"5",855,2,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,0,1,0
"7670",44,"2","3","0",5282,"1","0","-1",30,"5",274,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7671",37,"2","2","0",-5,"1","1","-1",30,"5",43,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7672",53,"1","1","0",7290,"1","0","-1",30,"5",153,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7673",38,"2","2","0",175,"1","0","-1",30,"5",264,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7674",36,"2","2","0",419,"1","0","-1",30,"5",251,1,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"7675",46,"1","3","0",14481,"1","0","-1",30,"5",1269,1,-1,0,"-1","1",0,0,0,0,1,0,0,0,0,0,0,0
"7676",44,"1","3","0",1379,"1","0","-1",30,"5",119,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7677",32,"2","2","0",1974,"1","0","-1",30,"5",104,3,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7678",50,"2","1","0",1290,"1","0","-1",30,"5",65,14,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7679",39,"3","3","0",4660,"0","0","-1",30,"5",53,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7680",55,"3","1","0",5,"1","0","-1",30,"5",63,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"7681",35,"2","1","0",2205,"1","0","-1",30,"5",199,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7682",55,"2","2","0",11743,"1","0","-1",30,"5",75,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7683",36,"2","1","0",287,"1","0","-1",30,"5",157,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7684",32,"2","3","0",132,"1","0","-1",30,"5",565,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7685",50,"2","2","0",2062,"0","0","-1",30,"5",165,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7686",50,"2","3","0",1158,"1","0","-1",30,"5",150,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7687",40,"3","3","0",-199,"1","1","-1",30,"5",109,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7688",52,"2","1","0",2144,"1","0","-1",30,"5",60,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7689",40,"1","2","0",-105,"1","0","-1",30,"5",385,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7690",55,"2","-1","0",1210,"1","0","-1",30,"5",868,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7691",59,"2","2","0",4414,"1","0","-1",30,"5",161,1,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"7692",51,"2","2","0",4924,"1","0","-1",30,"5",448,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7693",51,"2","2","0",2632,"0","0","-1",30,"5",137,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7694",36,"3","3","0",577,"1","0","-1",30,"5",155,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"7695",40,"2","2","0",1597,"1","0","-1",30,"5",633,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7696",37,"1","3","0",1513,"0","0","-1",30,"5",510,1,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"7697",51,"2","2","0",1440,"1","0","-1",30,"5",309,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7698",58,"2","2","0",1407,"1","0","-1",30,"5",58,1,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"7699",39,"2","3","0",123,"1","0","-1",30,"5",127,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7700",26,"3","2","0",2,"1","0","-1",30,"5",170,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7701",41,"2","2","0",629,"1","1","-1",30,"5",208,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7702",49,"2","1","0",2343,"1","0","-1",30,"5",129,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7703",41,"2","1","0",740,"1","0","-1",30,"5",134,3,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"7704",41,"2","2","0",438,"1","0","-1",30,"5",129,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7705",34,"2","2","0",650,"1","0","-1",30,"5",184,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7706",49,"2","2","0",2344,"1","0","-1",30,"5",371,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7707",45,"2","2","0",820,"1","0","-1",30,"5",145,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7708",41,"2","2","0",96,"1","0","-1",30,"5",136,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7709",53,"2","3","0",3911,"1","1","-1",30,"5",63,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7710",42,"2","2","0",2441,"1","0","-1",30,"5",143,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7711",51,"2","3","0",0,"1","0","-1",30,"5",151,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7712",32,"2","2","0",419,"1","0","-1",30,"5",56,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7713",47,"2","1","0",176,"1","0","-1",30,"5",35,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7714",41,"2","2","0",4539,"0","0","-1",30,"5",298,3,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7715",44,"3","2","0",2403,"1","0","-1",30,"5",158,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7716",35,"3","3","0",391,"1","0","-1",30,"5",47,8,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7717",44,"2","2","0",14,"0","1","-1",30,"5",827,5,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7718",42,"2","3","0",287,"1","1","-1",30,"5",83,2,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"7719",44,"3","1","0",787,"1","0","-1",30,"5",570,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7720",28,"3","1","0",-232,"1","0","-1",30,"5",557,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7721",32,"2","2","0",883,"1","1","-1",30,"5",59,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7722",44,"2","2","0",734,"1","0","-1",30,"5",38,5,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7723",34,"2","1","0",275,"1","0","-1",30,"5",170,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7724",37,"2","2","0",5115,"1","0","-1",30,"5",45,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7725",60,"2","2","0",4120,"1","1","-1",30,"5",422,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7726",45,"2","2","0",475,"1","0","-1",30,"5",230,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7727",27,"2","2","0",7102,"1","0","-1",30,"5",141,9,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7728",24,"3","2","0",1235,"1","1","-1",30,"5",76,3,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7729",35,"1","2","0",5724,"1","0","-1",30,"5",691,10,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,1,0,0
"7730",52,"2","1","0",321,"1","0","-1",30,"5",141,4,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7731",45,"2","2","0",159,"1","1","-1",30,"5",251,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7732",29,"2","2","0",-443,"1","0","-1",30,"5",238,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7733",34,"1","2","0",1451,"1","0","-1",30,"5",1097,15,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,1,0,0
"7734",24,"3","2","0",278,"1","0","-1",30,"5",111,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7735",41,"2","2","0",-111,"1","0","-1",30,"5",84,3,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7736",37,"3","3","0",614,"1","0","-1",30,"5",371,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7737",51,"1","3","0",1267,"1","0","-1",30,"5",254,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7738",37,"3","2","0",786,"1","0","-1",30,"5",103,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7739",51,"2","3","0",307,"1","0","-1",30,"5",206,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7740",29,"3","3","0",121,"1","0","-1",30,"5",1500,2,-1,0,"-1","1",0,0,0,0,0,0,1,0,0,0,0,0
"7741",35,"2","2","0",535,"1","0","-1",30,"5",265,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7742",44,"2","2","0",858,"0","0","-1",30,"5",567,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7743",27,"2","2","0",1341,"1","1","-1",30,"5",254,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7744",43,"2","2","0",25741,"1","0","-1",30,"5",464,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7745",32,"2","2","0",-34,"1","0","-1",30,"5",1236,2,-1,0,"-1","1",0,0,0,0,0,0,0,1,0,0,0,0
"7746",51,"2","3","0",3122,"1","0","-1",30,"5",33,2,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"7747",44,"2","2","0",561,"1","0","-1",30,"5",613,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7748",45,"2","1","0",676,"1","0","-1",30,"5",156,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7749",45,"3","-1","0",7108,"1","1","-1",30,"5",1212,3,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7750",57,"2","2","0",0,"1","1","-1",30,"5",200,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7751",46,"2","2","0",49,"1","0","-1",30,"5",96,3,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"7752",36,"2","2","0",740,"1","0","-1",30,"5",171,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7753",49,"2","3","0",1216,"1","1","-1",30,"5",244,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7754",42,"2","1","0",188,"1","0","-1",30,"5",53,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7755",51,"2","2","0",614,"1","1","-1",30,"5",91,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7756",35,"2","1","0",361,"1","0","-1",30,"5",185,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7757",49,"1","3","0",-2049,"1","0","-1",30,"5",169,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7758",47,"2","2","0",1794,"1","1","-1",30,"5",515,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7759",27,"3","3","0",3021,"1","0","-1",30,"5",388,7,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7760",43,"2","1","0",6614,"0","0","-1",30,"5",192,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7761",52,"2","1","0",2255,"1","0","-1",30,"5",178,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7762",32,"1","3","0",1589,"1","0","-1",30,"5",422,9,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7763",29,"1","2","0",590,"1","0","-1",30,"5",76,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"7764",50,"2","2","0",3674,"1","0","-1",30,"5",886,3,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,0,1,0
"7765",29,"3","3","0",579,"0","0","-1",30,"5",296,2,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"7766",39,"3","2","0",356,"1","0","-1",30,"5",462,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"7767",51,"2","2","0",1374,"1","0","-1",30,"5",378,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"7768",35,"2","2","0",698,"1","1","-1",30,"5",1343,3,-1,0,"-1","1",0,1,0,0,0,0,0,0,0,0,0,0
"7769",32,"1","3","0",-127,"1","0","-1",30,"5",288,4,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7770",39,"2","3","0",564,"1","0","-1",30,"5",136,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7771",43,"3","3","0",690,"1","0","-1",30,"5",58,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7772",38,"2","3","0",2548,"1","0","-1",30,"5",60,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7773",45,"2","3","0",2022,"0","0","-1",30,"5",340,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"7774",43,"1","2","0",729,"1","0","-1",30,"5",668,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"7775",52,"2","3","0",1065,"1","1","-1",30,"5",159,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
